hospede_id,pais,uf,cidade,faixa_etaria,segmento
2758,Brasil,ES,Vitória,46-60,Corp
2759,Brasil,SP,Campinas,46-60,Corp
2760,Brasil,SC,Florianópolis,18-25,Lazer
2761,Brasil,ES,Vitória,36-45,Lazer
2762,Brasil,RJ,Rio de Janeiro,60+,Lazer
2763,Brasil,PE,Recife,46-60,Lazer
2764,Brasil,DF,Brasília,36-45,Lazer
2765,Brasil,RJ,Niterói,26-35,Lazer
2766,Brasil,BA,Salvador,36-45,Lazer
2767,Brasil,SC,Florianópolis,36-45,Lazer
2768,Brasil,SC,Florianópolis,36-45,Corp
2769,Brasil,SP,São Paulo,26-35,Corp
2770,Brasil,RJ,Rio de Janeiro,46-60,Lazer
2771,Brasil,PE,Recife,36-45,Lazer
2772,Brasil,GO,Goiânia,26-35,Corp
2773,Brasil,SC,Florianópolis,26-35,Lazer
2774,Brasil,RS,Porto Alegre,26-35,Lazer
2775,Brasil,RS,Porto Alegre,26-35,Lazer
2776,Brasil,PR,Curitiba,26-35,Corp
2777,Brasil,RS,Porto Alegre,36-45,Lazer
2778,Brasil,MG,Belo Horizonte,26-35,Corp
2779,Brasil,RJ,Niterói,26-35,Corp
2780,Brasil,MG,Belo Horizonte,18-25,Corp
2781,Brasil,MG,Belo Horizonte,26-35,Corp
2782,Brasil,MG,Belo Horizonte,26-35,Corp
2783,Brasil,PR,Curitiba,26-35,Corp
2784,Brasil,RJ,Niterói,46-60,Lazer
2785,Brasil,BA,Salvador,36-45,Corp
2786,Brasil,PR,Curitiba,36-45,Lazer
2787,Brasil,SP,São Paulo,18-25,Lazer
2788,Brasil,PR,Curitiba,26-35,Lazer
2789,Brasil,RS,Porto Alegre,18-25,Corp
2790,Brasil,BA,Salvador,26-35,Lazer
2791,Brasil,RJ,Rio de Janeiro,36-45,Lazer
2792,Brasil,RS,Porto Alegre,46-60,Lazer
2793,Brasil,ES,Vitória,36-45,Lazer
2794,Brasil,BA,Salvador,26-35,Lazer
2795,Brasil,RJ,Rio de Janeiro,26-35,Lazer
2796,Brasil,RJ,Niterói,60+,Lazer
2797,Brasil,RJ,Niterói,26-35,Corp
2798,Brasil,DF,Brasília,18-25,Corp
2799,Brasil,MG,Belo Horizonte,18-25,Lazer
2800,Brasil,BA,Salvador,60+,Lazer
2801,Brasil,RS,Porto Alegre,46-60,Lazer
2802,Brasil,RS,Porto Alegre,26-35,Lazer
2803,Brasil,RJ,Rio de Janeiro,18-25,Corp
2804,Brasil,PE,Recife,46-60,Corp
2805,Brasil,SP,Campinas,26-35,Lazer
2806,Brasil,SC,Florianópolis,18-25,Corp
2807,Brasil,DF,Brasília,26-35,Lazer
2808,Brasil,CE,Fortaleza,26-35,Corp
2809,Brasil,SP,São Paulo,26-35,Lazer
2810,Brasil,CE,Fortaleza,36-45,Corp
2811,Brasil,SP,Campinas,46-60,Lazer
2812,Brasil,DF,Brasília,36-45,Lazer
2813,Brasil,SC,Florianópolis,18-25,Lazer
2814,Brasil,DF,Brasília,18-25,Corp
2815,Brasil,DF,Brasília,46-60,Corp
2816,Brasil,SP,São Paulo,26-35,Corp
2817,Brasil,RJ,Rio de Janeiro,26-35,Lazer
2818,Brasil,ES,Vitória,18-25,Lazer
2819,Brasil,ES,Vitória,26-35,Corp
2820,Brasil,GO,Goiânia,36-45,Lazer
2821,Brasil,ES,Vitória,26-35,Lazer
2822,Brasil,DF,Brasília,36-45,Lazer
2823,Brasil,MG,Belo Horizonte,26-35,Corp
2824,Brasil,RJ,Niterói,46-60,Lazer
2825,Brasil,RJ,Rio de Janeiro,36-45,Lazer
2826,Brasil,PR,Curitiba,26-35,Lazer
2827,Brasil,RJ,Rio de Janeiro,46-60,Lazer
2828,Brasil,CE,Fortaleza,60+,Lazer
2829,Brasil,BA,Salvador,18-25,Corp
2830,Brasil,SP,Campinas,36-45,Corp
2831,Brasil,ES,Vitória,36-45,Corp
2832,Brasil,RS,Porto Alegre,36-45,Lazer
2833,Brasil,RJ,Rio de Janeiro,18-25,Lazer
2834,Brasil,PR,Curitiba,18-25,Lazer
2835,Brasil,PE,Recife,26-35,Corp
2836,Brasil,MG,Belo Horizonte,18-25,Lazer
2837,Brasil,SC,Florianópolis,26-35,Lazer
2838,Brasil,MG,Belo Horizonte,46-60,Lazer
2839,Brasil,SP,Campinas,26-35,Lazer
2840,Brasil,DF,Brasília,26-35,Corp
2841,Brasil,MG,Belo Horizonte,26-35,Lazer
2842,Brasil,GO,Goiânia,26-35,Lazer
2843,Brasil,RS,Porto Alegre,46-60,Lazer
2844,Brasil,DF,Brasília,46-60,Lazer
2845,Brasil,DF,Brasília,26-35,Corp
2846,Brasil,GO,Goiânia,26-35,Corp
2847,Brasil,CE,Fortaleza,26-35,Corp
2848,Brasil,PE,Recife,60+,Lazer
2849,Brasil,RJ,Rio de Janeiro,26-35,Corp
2850,Brasil,PR,Curitiba,26-35,Lazer
2851,Brasil,BA,Salvador,26-35,Lazer
2852,Brasil,RJ,Niterói,18-25,Lazer
2853,Brasil,GO,Goiânia,26-35,Lazer
2854,Brasil,DF,Brasília,60+,Lazer
2855,Brasil,SC,Florianópolis,18-25,Corp
2856,Brasil,ES,Vitória,26-35,Corp
2857,Brasil,ES,Vitória,26-35,Lazer
2858,Brasil,BA,Salvador,26-35,Lazer
2859,Brasil,RS,Porto Alegre,60+,Corp
2860,Brasil,PE,Recife,36-45,Lazer
2861,Brasil,SP,Campinas,46-60,Corp
2862,Brasil,MG,Belo Horizonte,46-60,Lazer
2863,Brasil,RJ,Niterói,36-45,Corp
2864,Brasil,GO,Goiânia,36-45,Lazer
2865,Brasil,CE,Fortaleza,36-45,Lazer
2866,Brasil,ES,Vitória,36-45,Lazer
2867,Brasil,SP,Campinas,36-45,Lazer
2868,Brasil,RJ,Rio de Janeiro,36-45,Lazer
2869,Brasil,DF,Brasília,26-35,Lazer
2870,Brasil,GO,Goiânia,36-45,Lazer
2871,Brasil,MG,Belo Horizonte,18-25,Corp
2872,Brasil,SC,Florianópolis,36-45,Lazer
2873,Brasil,ES,Vitória,36-45,Lazer
2874,Brasil,ES,Vitória,36-45,Lazer
2875,Brasil,SP,São Paulo,36-45,Corp
2876,Brasil,ES,Vitória,46-60,Lazer
2877,Brasil,SP,São Paulo,46-60,Corp
2878,Brasil,SP,Campinas,26-35,Corp
2879,Brasil,MG,Belo Horizonte,26-35,Lazer
2880,Brasil,SP,Campinas,18-25,Lazer
2881,Brasil,GO,Goiânia,18-25,Lazer
2882,Brasil,RJ,Rio de Janeiro,26-35,Corp
2883,Brasil,GO,Goiânia,46-60,Lazer
2884,Brasil,SP,São Paulo,46-60,Lazer
2885,Brasil,GO,Goiânia,26-35,Corp
2886,Brasil,MG,Belo Horizonte,46-60,Corp
2887,Brasil,GO,Goiânia,26-35,Lazer
2888,Brasil,CE,Fortaleza,46-60,Lazer
2889,Brasil,PR,Curitiba,26-35,Lazer
2890,Brasil,RJ,Niterói,36-45,Corp
2891,Brasil,PR,Curitiba,26-35,Lazer
2892,Brasil,CE,Fortaleza,18-25,Lazer
2893,Brasil,PE,Recife,26-35,Corp
2894,Brasil,SP,Campinas,36-45,Corp
2895,Brasil,RJ,Niterói,46-60,Lazer
2896,Brasil,SP,Campinas,36-45,Corp
2897,Brasil,SP,Campinas,46-60,Lazer
2898,Brasil,PE,Recife,18-25,Corp
2899,Brasil,SP,São Paulo,46-60,Lazer
2900,Brasil,PE,Recife,46-60,Lazer
2901,Brasil,RJ,Niterói,26-35,Lazer
2902,Brasil,DF,Brasília,36-45,Lazer
2903,Brasil,BA,Salvador,18-25,Lazer
2904,Brasil,RJ,Rio de Janeiro,26-35,Lazer
2905,Brasil,ES,Vitória,18-25,Lazer
2906,Brasil,SC,Florianópolis,46-60,Lazer
2907,Brasil,DF,Brasília,46-60,Lazer
2908,Brasil,SP,São Paulo,18-25,Corp
2909,Brasil,ES,Vitória,60+,Lazer
2910,Brasil,CE,Fortaleza,46-60,Lazer
2911,Brasil,PR,Curitiba,36-45,Lazer
2912,Brasil,GO,Goiânia,60+,Lazer
2913,Brasil,BA,Salvador,46-60,Corp
2914,Brasil,BA,Salvador,26-35,Corp
2915,Brasil,CE,Fortaleza,60+,Lazer
2916,Brasil,PE,Recife,26-35,Lazer
2917,Brasil,GO,Goiânia,18-25,Lazer
2918,Brasil,RS,Porto Alegre,26-35,Lazer
2919,Brasil,RJ,Niterói,36-45,Lazer
2920,Brasil,MG,Belo Horizonte,60+,Lazer
2921,Brasil,RJ,Rio de Janeiro,26-35,Lazer
2922,Brasil,RJ,Niterói,36-45,Lazer
2923,Brasil,DF,Brasília,26-35,Corp
2924,Brasil,DF,Brasília,46-60,Lazer
2925,Brasil,RJ,Niterói,18-25,Corp
2926,Brasil,PR,Curitiba,36-45,Lazer
2927,Brasil,SP,Campinas,36-45,Corp
2928,Brasil,RJ,Niterói,18-25,Lazer
2929,Brasil,BA,Salvador,60+,Lazer
2930,Brasil,RJ,Niterói,60+,Lazer
2931,Brasil,SC,Florianópolis,26-35,Lazer
2932,Brasil,PE,Recife,46-60,Lazer
2933,Brasil,BA,Salvador,46-60,Lazer
2934,Brasil,SP,Campinas,18-25,Lazer
2935,Brasil,PR,Curitiba,18-25,Lazer
2936,Brasil,PE,Recife,36-45,Corp
2937,Brasil,SP,São Paulo,36-45,Lazer
2938,Brasil,RS,Porto Alegre,36-45,Lazer
2939,Brasil,RJ,Niterói,36-45,Lazer
2940,Brasil,MG,Belo Horizonte,46-60,Corp
2941,Brasil,PR,Curitiba,18-25,Corp
2942,Brasil,BA,Salvador,26-35,Lazer
2943,Brasil,SP,São Paulo,26-35,Lazer
2944,Brasil,SC,Florianópolis,26-35,Lazer
2945,Brasil,RS,Porto Alegre,46-60,Lazer
2946,Brasil,PR,Curitiba,46-60,Lazer
2947,Brasil,BA,Salvador,26-35,Lazer
2948,Brasil,RJ,Niterói,36-45,Lazer
2949,Brasil,RS,Porto Alegre,26-35,Lazer
2950,Brasil,SP,Campinas,26-35,Lazer
2951,Brasil,MG,Belo Horizonte,60+,Lazer
2952,Brasil,GO,Goiânia,26-35,Lazer
2953,Brasil,ES,Vitória,46-60,Lazer
2954,Brasil,RS,Porto Alegre,18-25,Corp
2955,Brasil,SP,Campinas,26-35,Lazer
2956,Brasil,CE,Fortaleza,36-45,Lazer
2957,Brasil,RJ,Rio de Janeiro,46-60,Lazer
2958,Brasil,SP,Campinas,36-45,Corp
2959,Brasil,DF,Brasília,46-60,Lazer
2960,Brasil,PR,Curitiba,46-60,Lazer
2961,Brasil,ES,Vitória,36-45,Lazer
2962,Brasil,DF,Brasília,26-35,Lazer
2963,Brasil,PE,Recife,26-35,Corp
2964,Brasil,RJ,Niterói,36-45,Lazer
2965,Brasil,ES,Vitória,36-45,Lazer
2966,Brasil,PE,Recife,26-35,Lazer
2967,Brasil,SP,São Paulo,26-35,Lazer
2968,Brasil,GO,Goiânia,26-35,Lazer
2969,Brasil,ES,Vitória,18-25,Lazer
2970,Brasil,MG,Belo Horizonte,26-35,Lazer
2971,Brasil,SC,Florianópolis,46-60,Corp
2972,Brasil,GO,Goiânia,46-60,Corp
2973,Brasil,RJ,Niterói,60+,Lazer
2974,Brasil,RS,Porto Alegre,36-45,Lazer
2975,Brasil,PE,Recife,26-35,Corp
2976,Brasil,RS,Porto Alegre,36-45,Corp
2977,Brasil,CE,Fortaleza,46-60,Lazer
2978,Brasil,RJ,Niterói,36-45,Lazer
2979,Brasil,PR,Curitiba,36-45,Lazer
2980,Brasil,GO,Goiânia,36-45,Lazer
2981,Brasil,DF,Brasília,18-25,Lazer
2982,Brasil,PR,Curitiba,26-35,Lazer
2983,Brasil,MG,Belo Horizonte,18-25,Lazer
2984,Brasil,DF,Brasília,26-35,Corp
2985,Brasil,PE,Recife,46-60,Lazer
2986,Brasil,MG,Belo Horizonte,26-35,Lazer
2987,Brasil,DF,Brasília,18-25,Corp
2988,Brasil,MG,Belo Horizonte,46-60,Corp
2989,Brasil,DF,Brasília,46-60,Lazer
2990,Brasil,PE,Recife,36-45,Lazer
2991,Brasil,RS,Porto Alegre,26-35,Lazer
2992,Brasil,PR,Curitiba,26-35,Lazer
2993,Brasil,MG,Belo Horizonte,36-45,Lazer
2994,Brasil,RJ,Rio de Janeiro,46-60,Lazer
2995,Brasil,RJ,Rio de Janeiro,26-35,Corp
2996,Brasil,DF,Brasília,46-60,Lazer
2997,Brasil,RS,Porto Alegre,36-45,Corp
2998,Brasil,SP,Campinas,46-60,Corp
2999,Brasil,CE,Fortaleza,18-25,Lazer
3000,Brasil,GO,Goiânia,46-60,Lazer
3001,Brasil,RS,Porto Alegre,36-45,Corp
3002,Brasil,GO,Goiânia,26-35,Corp
3003,Brasil,RJ,Niterói,26-35,Lazer
3004,Brasil,RJ,Niterói,26-35,Lazer
3005,Brasil,RS,Porto Alegre,26-35,Lazer
3006,Brasil,ES,Vitória,18-25,Lazer
3007,Brasil,RS,Porto Alegre,26-35,Corp
3008,Brasil,PE,Recife,36-45,Lazer
3009,Brasil,RJ,Niterói,36-45,Lazer
3010,Brasil,PE,Recife,46-60,Lazer
3011,Brasil,RJ,Rio de Janeiro,36-45,Lazer
3012,Brasil,CE,Fortaleza,18-25,Corp
3013,Brasil,DF,Brasília,26-35,Lazer
3014,Brasil,RS,Porto Alegre,36-45,Lazer
3015,Brasil,SP,Campinas,46-60,Lazer
3016,Brasil,ES,Vitória,26-35,Lazer
3017,Brasil,GO,Goiânia,60+,Lazer
3018,Brasil,SP,São Paulo,46-60,Lazer
3019,Brasil,PE,Recife,46-60,Lazer
3020,Brasil,RS,Porto Alegre,36-45,Lazer
3021,Brasil,RJ,Niterói,26-35,Corp
3022,Brasil,MG,Belo Horizonte,60+,Lazer
3023,Brasil,GO,Goiânia,46-60,Corp
3024,Brasil,MG,Belo Horizonte,46-60,Corp
3025,Brasil,PE,Recife,46-60,Lazer
3026,Brasil,BA,Salvador,46-60,Corp
3027,Brasil,MG,Belo Horizonte,46-60,Lazer
3028,Brasil,DF,Brasília,26-35,Lazer
3029,Brasil,SC,Florianópolis,36-45,Corp
3030,Brasil,SP,Campinas,36-45,Corp
3031,Brasil,SC,Florianópolis,46-60,Lazer
3032,Brasil,SP,Campinas,36-45,Lazer
3033,Brasil,GO,Goiânia,36-45,Lazer
3034,Brasil,RJ,Rio de Janeiro,60+,Lazer
3035,Brasil,RS,Porto Alegre,26-35,Corp
3036,Brasil,SP,São Paulo,18-25,Lazer
3037,Brasil,RS,Porto Alegre,36-45,Lazer
3038,Brasil,PE,Recife,26-35,Corp
3039,Brasil,RS,Porto Alegre,26-35,Lazer
3040,Brasil,PR,Curitiba,36-45,Lazer
3041,Brasil,DF,Brasília,60+,Lazer
3042,Brasil,SP,São Paulo,26-35,Lazer
3043,Brasil,CE,Fortaleza,26-35,Lazer
3044,Brasil,PE,Recife,26-35,Lazer
3045,Brasil,MG,Belo Horizonte,36-45,Lazer
3046,Brasil,RJ,Rio de Janeiro,26-35,Lazer
3047,Brasil,PR,Curitiba,26-35,Corp
3048,Brasil,PR,Curitiba,36-45,Lazer
3049,Brasil,DF,Brasília,60+,Corp
3050,Brasil,DF,Brasília,26-35,Corp
3051,Brasil,MG,Belo Horizonte,36-45,Corp
3052,Brasil,SC,Florianópolis,46-60,Lazer
3053,Brasil,SP,São Paulo,26-35,Lazer
3054,Brasil,SP,São Paulo,46-60,Corp
3055,Brasil,ES,Vitória,26-35,Corp
3056,Brasil,RS,Porto Alegre,18-25,Lazer
3057,Brasil,DF,Brasília,18-25,Lazer
3058,Brasil,ES,Vitória,18-25,Lazer
3059,Brasil,RJ,Niterói,46-60,Lazer
3060,Brasil,RS,Porto Alegre,36-45,Lazer
3061,Brasil,PR,Curitiba,46-60,Corp
3062,Brasil,SP,Campinas,46-60,Lazer
3063,Brasil,MG,Belo Horizonte,26-35,Lazer
3064,Brasil,DF,Brasília,60+,Lazer
3065,Brasil,SP,São Paulo,46-60,Corp
3066,Brasil,CE,Fortaleza,26-35,Lazer
3067,Brasil,RJ,Niterói,46-60,Lazer
3068,Brasil,SC,Florianópolis,46-60,Corp
3069,Brasil,SP,São Paulo,36-45,Lazer
3070,Brasil,PE,Recife,18-25,Lazer
3071,Brasil,GO,Goiânia,26-35,Lazer
3072,Brasil,DF,Brasília,60+,Lazer
3073,Brasil,MG,Belo Horizonte,36-45,Lazer
3074,Brasil,SC,Florianópolis,46-60,Lazer
3075,Brasil,RJ,Niterói,46-60,Lazer
3076,Brasil,MG,Belo Horizonte,26-35,Lazer
3077,Brasil,RJ,Niterói,60+,Lazer
3078,Brasil,RJ,Rio de Janeiro,36-45,Corp
3079,Brasil,BA,Salvador,46-60,Corp
3080,Brasil,ES,Vitória,26-35,Lazer
3081,Brasil,GO,Goiânia,26-35,Lazer
3082,Brasil,RJ,Rio de Janeiro,26-35,Lazer
3083,Brasil,BA,Salvador,26-35,Lazer
3084,Brasil,RS,Porto Alegre,18-25,Lazer
3085,Brasil,SP,São Paulo,26-35,Lazer
3086,Brasil,SC,Florianópolis,36-45,Corp
3087,Brasil,CE,Fortaleza,46-60,Corp
3088,Brasil,CE,Fortaleza,18-25,Corp
3089,Brasil,RJ,Niterói,18-25,Lazer
3090,Brasil,SP,São Paulo,36-45,Corp
3091,Brasil,GO,Goiânia,36-45,Lazer
3092,Brasil,GO,Goiânia,36-45,Lazer
3093,Brasil,PR,Curitiba,60+,Lazer
3094,Brasil,ES,Vitória,26-35,Corp
3095,Brasil,CE,Fortaleza,36-45,Lazer
3096,Brasil,CE,Fortaleza,46-60,Lazer
3097,Brasil,RS,Porto Alegre,36-45,Lazer
3098,Brasil,CE,Fortaleza,36-45,Lazer
3099,Brasil,RJ,Niterói,60+,Corp
3100,Brasil,RJ,Niterói,26-35,Lazer
3101,Brasil,DF,Brasília,18-25,Corp
3102,Brasil,SC,Florianópolis,18-25,Corp
3103,Brasil,SP,São Paulo,46-60,Lazer
3104,Brasil,RJ,Rio de Janeiro,46-60,Corp
3105,Brasil,SP,Campinas,26-35,Corp
3106,Brasil,ES,Vitória,26-35,Lazer
3107,Brasil,ES,Vitória,36-45,Lazer
3108,Brasil,SP,São Paulo,18-25,Lazer
3109,Brasil,SP,São Paulo,46-60,Lazer
3110,Brasil,SP,São Paulo,26-35,Corp
3111,Brasil,PR,Curitiba,46-60,Lazer
3112,Brasil,SP,Campinas,46-60,Corp
3113,Brasil,PR,Curitiba,26-35,Lazer
3114,Brasil,RJ,Rio de Janeiro,36-45,Lazer
3115,Brasil,PE,Recife,46-60,Lazer
3116,Brasil,GO,Goiânia,26-35,Corp
3117,Brasil,MG,Belo Horizonte,26-35,Lazer
3118,Brasil,DF,Brasília,46-60,Lazer
3119,Brasil,CE,Fortaleza,36-45,Lazer
3120,Brasil,RJ,Rio de Janeiro,46-60,Lazer
3121,Brasil,SP,Campinas,26-35,Lazer
3122,Brasil,RJ,Rio de Janeiro,46-60,Corp
3123,Brasil,RS,Porto Alegre,36-45,Lazer
3124,Brasil,SC,Florianópolis,26-35,Lazer
3125,Brasil,ES,Vitória,26-35,Corp
3126,Brasil,RJ,Rio de Janeiro,26-35,Lazer
3127,Brasil,SP,Campinas,46-60,Lazer
3128,Brasil,PR,Curitiba,26-35,Lazer
3129,Brasil,SP,São Paulo,46-60,Lazer
3130,Brasil,RJ,Niterói,26-35,Lazer
3131,Brasil,MG,Belo Horizonte,46-60,Corp
3132,Brasil,ES,Vitória,18-25,Lazer
3133,Brasil,RJ,Niterói,46-60,Lazer
3134,Brasil,PE,Recife,36-45,Corp
3135,Brasil,PR,Curitiba,36-45,Corp
3136,Brasil,SP,São Paulo,60+,Corp
3137,Brasil,RJ,Rio de Janeiro,18-25,Lazer
3138,Brasil,PE,Recife,18-25,Lazer
3139,Brasil,ES,Vitória,18-25,Corp
3140,Brasil,GO,Goiânia,36-45,Corp
3141,Brasil,SC,Florianópolis,46-60,Corp
3142,Brasil,PE,Recife,18-25,Lazer
3143,Brasil,GO,Goiânia,46-60,Corp
3144,Brasil,SC,Florianópolis,26-35,Corp
3145,Brasil,DF,Brasília,60+,Lazer
3146,Brasil,DF,Brasília,26-35,Lazer
3147,Brasil,SP,Campinas,60+,Lazer
3148,Brasil,ES,Vitória,36-45,Corp
3149,Brasil,PE,Recife,60+,Lazer
3150,Brasil,GO,Goiânia,36-45,Lazer
3151,Brasil,RJ,Niterói,26-35,Lazer
3152,Brasil,RJ,Niterói,46-60,Corp
3153,Brasil,SP,São Paulo,36-45,Lazer
3154,Brasil,SC,Florianópolis,26-35,Corp
3155,Brasil,BA,Salvador,26-35,Lazer
3156,Brasil,ES,Vitória,46-60,Lazer
3157,Brasil,RJ,Niterói,46-60,Lazer
3158,Brasil,RJ,Rio de Janeiro,26-35,Lazer
3159,Brasil,SC,Florianópolis,46-60,Lazer
3160,Brasil,MG,Belo Horizonte,26-35,Lazer
3161,Brasil,RJ,Rio de Janeiro,18-25,Corp
3162,Brasil,SP,Campinas,18-25,Corp
3163,Brasil,MG,Belo Horizonte,18-25,Corp
3164,Brasil,BA,Salvador,36-45,Corp
3165,Brasil,GO,Goiânia,26-35,Lazer
3166,Brasil,SP,São Paulo,18-25,Corp
3167,Brasil,ES,Vitória,26-35,Lazer
3168,Brasil,SP,Campinas,46-60,Lazer
3169,Brasil,PR,Curitiba,36-45,Lazer
3170,Brasil,MG,Belo Horizonte,36-45,Lazer
3171,Brasil,MG,Belo Horizonte,46-60,Corp
3172,Brasil,ES,Vitória,18-25,Lazer
3173,Brasil,ES,Vitória,46-60,Lazer
3174,Brasil,RJ,Niterói,26-35,Lazer
3175,Brasil,SP,São Paulo,18-25,Lazer
3176,Brasil,SP,Campinas,26-35,Corp
3177,Brasil,GO,Goiânia,18-25,Lazer
3178,Brasil,MG,Belo Horizonte,26-35,Lazer
3179,Brasil,ES,Vitória,46-60,Corp
3180,Brasil,PR,Curitiba,26-35,Lazer
3181,Brasil,MG,Belo Horizonte,18-25,Lazer
3182,Brasil,RJ,Rio de Janeiro,36-45,Corp
3183,Brasil,PR,Curitiba,36-45,Corp
3184,Brasil,PE,Recife,46-60,Lazer
3185,Brasil,PE,Recife,18-25,Lazer
3186,Brasil,MG,Belo Horizonte,46-60,Lazer
3187,Brasil,CE,Fortaleza,36-45,Lazer
3188,Brasil,MG,Belo Horizonte,36-45,Lazer
3189,Brasil,GO,Goiânia,26-35,Lazer
3190,Brasil,CE,Fortaleza,26-35,Lazer
3191,Brasil,GO,Goiânia,26-35,Corp
3192,Brasil,DF,Brasília,36-45,Corp
3193,Brasil,MG,Belo Horizonte,36-45,Corp
3194,Brasil,PR,Curitiba,26-35,Lazer
3195,Brasil,CE,Fortaleza,26-35,Lazer
3196,Brasil,SP,Campinas,46-60,Lazer
3197,Brasil,DF,Brasília,26-35,Lazer
3198,Brasil,CE,Fortaleza,36-45,Lazer
3199,Brasil,SP,São Paulo,60+,Corp
3200,Brasil,PR,Curitiba,26-35,Lazer
3201,Brasil,DF,Brasília,36-45,Lazer
3202,Brasil,BA,Salvador,46-60,Lazer
3203,Brasil,RS,Porto Alegre,26-35,Lazer
3204,Brasil,PE,Recife,26-35,Lazer
3205,Brasil,MG,Belo Horizonte,46-60,Lazer
3206,Brasil,PE,Recife,18-25,Lazer
3207,Brasil,BA,Salvador,18-25,Lazer
3208,Brasil,CE,Fortaleza,26-35,Lazer
3209,Brasil,SC,Florianópolis,46-60,Corp
3210,Brasil,RJ,Rio de Janeiro,26-35,Corp
3211,Brasil,RS,Porto Alegre,26-35,Lazer
3212,Brasil,CE,Fortaleza,26-35,Lazer
3213,Brasil,RS,Porto Alegre,26-35,Corp
3214,Brasil,PE,Recife,46-60,Corp
3215,Brasil,PR,Curitiba,46-60,Corp
3216,Brasil,GO,Goiânia,26-35,Lazer
3217,Brasil,CE,Fortaleza,36-45,Corp
3218,Brasil,SP,Campinas,36-45,Corp
3219,Brasil,RS,Porto Alegre,46-60,Lazer
3220,Brasil,SP,São Paulo,36-45,Lazer
3221,Brasil,GO,Goiânia,18-25,Corp
3222,Brasil,SP,São Paulo,36-45,Corp
3223,Brasil,PR,Curitiba,36-45,Lazer
3224,Brasil,DF,Brasília,36-45,Lazer
3225,Brasil,RJ,Rio de Janeiro,26-35,Lazer
3226,Brasil,PR,Curitiba,18-25,Corp
3227,Brasil,CE,Fortaleza,26-35,Lazer
3228,Brasil,MG,Belo Horizonte,26-35,Lazer
3229,Brasil,RS,Porto Alegre,26-35,Lazer
3230,Brasil,MG,Belo Horizonte,26-35,Lazer
3231,Brasil,BA,Salvador,18-25,Corp
3232,Brasil,SP,Campinas,26-35,Corp
3233,Brasil,ES,Vitória,60+,Lazer
3234,Brasil,GO,Goiânia,36-45,Lazer
3235,Brasil,SP,São Paulo,26-35,Lazer
3236,Brasil,BA,Salvador,46-60,Lazer
3237,Brasil,SP,Campinas,26-35,Lazer
3238,Brasil,SP,Campinas,18-25,Lazer
3239,Brasil,PE,Recife,36-45,Lazer
3240,Brasil,RS,Porto Alegre,26-35,Corp
3241,Brasil,PE,Recife,36-45,Corp
3242,Brasil,ES,Vitória,26-35,Lazer
3243,Brasil,RS,Porto Alegre,36-45,Corp
3244,Brasil,SC,Florianópolis,26-35,Lazer
3245,Brasil,RS,Porto Alegre,26-35,Lazer
3246,Brasil,DF,Brasília,36-45,Lazer
3247,Brasil,MG,Belo Horizonte,26-35,Lazer
3248,Brasil,RJ,Niterói,26-35,Lazer
3249,Brasil,PR,Curitiba,18-25,Corp
3250,Brasil,RJ,Rio de Janeiro,36-45,Corp
3251,Brasil,RJ,Rio de Janeiro,36-45,Lazer
3252,Brasil,RJ,Rio de Janeiro,46-60,Corp
3253,Brasil,RJ,Niterói,36-45,Corp
3254,Brasil,RS,Porto Alegre,60+,Corp
3255,Brasil,ES,Vitória,26-35,Lazer
3256,Brasil,PE,Recife,46-60,Lazer
3257,Brasil,MG,Belo Horizonte,26-35,Corp
3258,Brasil,MG,Belo Horizonte,26-35,Corp
3259,Brasil,PR,Curitiba,46-60,Lazer
3260,Brasil,SC,Florianópolis,60+,Corp
3261,Brasil,PE,Recife,46-60,Lazer
3262,Brasil,SC,Florianópolis,26-35,Lazer
3263,Brasil,CE,Fortaleza,36-45,Corp
3264,Brasil,PE,Recife,26-35,Corp
3265,Brasil,SP,São Paulo,36-45,Lazer
3266,Brasil,PR,Curitiba,26-35,Corp
3267,Brasil,SP,Campinas,26-35,Lazer
3268,Brasil,SP,São Paulo,18-25,Lazer
3269,Brasil,BA,Salvador,60+,Lazer
3270,Brasil,SC,Florianópolis,18-25,Lazer
3271,Brasil,MG,Belo Horizonte,26-35,Lazer
3272,Brasil,DF,Brasília,26-35,Lazer
3273,Brasil,ES,Vitória,36-45,Lazer
3274,Brasil,RS,Porto Alegre,26-35,Lazer
3275,Brasil,SP,Campinas,46-60,Lazer
3276,Brasil,GO,Goiânia,26-35,Lazer
3277,Brasil,SP,São Paulo,26-35,Lazer
3278,Brasil,BA,Salvador,26-35,Lazer
3279,Brasil,SC,Florianópolis,26-35,Lazer
3280,Brasil,RS,Porto Alegre,36-45,Corp
3281,Brasil,MG,Belo Horizonte,26-35,Corp
3282,Brasil,SP,Campinas,36-45,Lazer
3283,Brasil,PR,Curitiba,26-35,Lazer
3284,Brasil,PR,Curitiba,26-35,Lazer
3285,Brasil,RJ,Rio de Janeiro,26-35,Lazer
3286,Brasil,SP,Campinas,36-45,Corp
3287,Brasil,SP,São Paulo,26-35,Lazer
3288,Brasil,SP,São Paulo,36-45,Corp
3289,Brasil,MG,Belo Horizonte,46-60,Corp
3290,Brasil,RJ,Rio de Janeiro,18-25,Corp
3291,Brasil,RS,Porto Alegre,26-35,Corp
3292,Brasil,RS,Porto Alegre,26-35,Lazer
