pagamento_id,reserva_id,data_pagamento_id,forma_pagamento,valor_pago,status_pagamento,taxa_gateway
6358,6389,20250617,Crédito,3631.38,Aprovado,101.68
6359,6390,20251026,Crédito,2693.81,Aprovado,75.43
6360,6391,20241215,Boleto,1746.5,Aprovado,20.96
6361,6392,20240929,Boleto,1925.01,Estornado,23.1
6362,6393,20250610,PIX,184.33,Aprovado,2.21
6363,6393,20250609,PIX,179.38,Aprovado,2.15
6364,6394,20251217,Boleto,796.06,Aprovado,9.55
6365,6395,20250322,Crédito,2241.7,Aprovado,62.77
6366,6396,20241105,Crédito,566.26,Aprovado,15.86
6367,6397,20250217,Crédito,585.69,Aprovado,16.4
6368,6398,20241017,Crédito,1352.79,Aprovado,37.88
6369,6398,20241015,PIX,1373.53,Aprovado,16.48
6370,6399,20250410,Crédito,487.02,Aprovado,13.64
6371,6401,20250715,Crédito,2118.41,Aprovado,59.32
6372,6402,20251226,Boleto,385.84,Aprovado,4.63
6373,6403,20250615,Crédito,653.99,Aprovado,18.31
6374,6403,20250617,PIX,645.66,Aprovado,7.75
6375,6404,20251105,Crédito,3185.23,Aprovado,89.19
6376,6405,20250614,Crédito,601.9,Aprovado,16.85
6377,6406,20241021,PIX,2052.31,Aprovado,24.63
6378,6407,20240727,PIX,702.01,Aprovado,8.42
6379,6408,20240822,Crédito,669.15,Aprovado,18.74
6380,6409,20240107,PIX,722.68,Aprovado,8.67
6381,6410,20240409,Crédito,1438.61,Aprovado,40.28
6382,6411,20241011,Débito,1390.93,Aprovado,38.95
6383,6412,20241022,PIX,851.42,Aprovado,10.22
6384,6413,20240508,Crédito,1130.58,Aprovado,31.66
6385,6414,20240907,Boleto,1788.54,Aprovado,21.46
6386,6415,20250317,Crédito,583.19,Aprovado,16.33
6387,6416,20240112,Crédito,2760.27,Aprovado,77.29
6388,6417,20240414,Débito,1021.88,Aprovado,28.61
6389,6417,20240414,Boleto,1023.06,Aprovado,12.28
6390,6418,20250103,Crédito,368.72,Aprovado,10.32
6391,6418,20250103,Crédito,360.57,Aprovado,10.1
6392,6420,20240721,Crédito,466.19,Aprovado,13.05
6393,6421,20240318,Boleto,439.76,Aprovado,5.28
6394,6422,20250716,Boleto,410.03,Aprovado,4.92
6395,6423,20250219,PIX,380.68,Aprovado,4.57
6396,6423,20250214,Crédito,387.96,Aprovado,10.86
6397,6424,20240730,PIX,296.36,Aprovado,3.56
6398,6425,20240318,Crédito,3135.73,Aprovado,87.8
6399,6426,20250322,Crédito,1625.88,Aprovado,45.52
6400,6427,20250131,Débito,737.19,Aprovado,20.64
6401,6428,20240903,Crédito,289.93,Aprovado,8.12
6402,6429,20251202,Boleto,2458.58,Aprovado,29.5
6403,6430,20240602,Crédito,1430.6,Aprovado,40.06
6404,6432,20241223,Crédito,266.07,Aprovado,7.45
6405,6433,20240701,Crédito,5775.83,Aprovado,161.72
6406,6434,20250810,Crédito,335.23,Aprovado,9.39
6407,6435,20250506,PIX,5625.56,Aprovado,67.51
6408,6436,20250711,PIX,1516.33,Aprovado,18.2
6409,6437,20241206,PIX,314.95,Aprovado,3.78
6410,6438,20241002,PIX,734.22,Aprovado,8.81
6411,6439,20240506,Crédito,1211.48,Aprovado,33.92
6412,6440,20250708,Crédito,193.02,Aprovado,5.4
6413,6441,20250903,Crédito,575.45,Aprovado,16.11
6414,6442,20250612,Crédito,363.66,Aprovado,10.18
6415,6443,20240913,PIX,1302.97,Aprovado,15.64
6416,6444,20260102,Crédito,2509.84,Aprovado,70.28
6417,6445,20250222,Crédito,462.05,Aprovado,12.94
6418,6446,20250826,PIX,3539.84,Estornado,42.48
6419,6447,20250101,Boleto,649.46,Aprovado,7.79
6420,6449,20250820,Crédito,1020.95,Aprovado,28.59
6421,6450,20250428,Débito,235.23,Aprovado,6.59
6422,6450,20250426,Débito,231.25,Aprovado,6.47
6423,6451,20241108,PIX,2309.59,Aprovado,27.72
6424,6451,20241105,Crédito,2283.53,Aprovado,63.94
6425,6452,20251220,Boleto,22.11,Aprovado,0.27
6426,6453,20241109,PIX,1709.37,Aprovado,20.51
6427,6454,20240507,Boleto,745.89,Aprovado,8.95
6428,6455,20251108,Boleto,960.65,Aprovado,11.53
6429,6456,20251111,PIX,620.05,Aprovado,7.44
6430,6457,20250105,Crédito,681.52,Aprovado,19.08
6431,6458,20241216,Crédito,2038.95,Aprovado,57.09
6432,6459,20241211,Boleto,1667.63,Aprovado,20.01
6433,6460,20251229,Crédito,347.24,Aprovado,9.72
6434,6462,20250630,Crédito,2567.12,Aprovado,71.88
6435,6463,20250819,Crédito,4265.25,Aprovado,119.43
6436,6464,20250130,PIX,483.55,Aprovado,5.8
6437,6465,20241111,Crédito,983.72,Aprovado,27.54
6438,6466,20250422,PIX,402.44,Aprovado,4.83
6439,6467,20250805,Crédito,233.69,Aprovado,6.54
6440,6467,20250809,Boleto,238.08,Aprovado,2.86
6441,6468,20240324,PIX,776.79,Aprovado,9.32
6442,6469,20240414,Crédito,1098.98,Aprovado,30.77
6443,6470,20250410,Crédito,1989.64,Aprovado,55.71
6444,6471,20250104,Crédito,1022.19,Aprovado,28.62
6445,6472,20240828,Boleto,204.78,Aprovado,2.46
6446,6474,20250517,Crédito,673.52,Aprovado,18.86
6447,6476,20240523,PIX,541.75,Aprovado,6.5
6448,6477,20250412,Crédito,168.87,Aprovado,4.73
6449,6479,20240423,Crédito,996.74,Aprovado,27.91
6450,6480,20240819,Crédito,575.3,Aprovado,16.11
6451,6481,20250407,Crédito,234.44,Aprovado,6.56
6452,6483,20250110,Crédito,559.58,Aprovado,15.67
6453,6485,20250126,Crédito,1930.96,Aprovado,54.07
6454,6486,20240817,Crédito,968.91,Aprovado,27.13
6455,6487,20240617,Crédito,157.81,Aprovado,4.42
6456,6488,20250724,Crédito,520.82,Aprovado,14.58
6457,6489,20260103,Boleto,445.53,Aprovado,5.35
6458,6490,20240708,Crédito,2821.73,Aprovado,79.01
6459,6491,20250912,PIX,337.9,Aprovado,4.05
6460,6492,20240915,Crédito,2762.71,Aprovado,77.36
6461,6493,20240703,PIX,963.6,Aprovado,11.56
6462,6494,20250217,Crédito,1872.73,Aprovado,52.44
6463,6496,20251004,Boleto,562.51,Aprovado,6.75
6464,6497,20250202,PIX,1422.85,Aprovado,17.07
6465,6498,20240215,PIX,615.32,Aprovado,7.38
6466,6499,20240412,PIX,121.62,Aprovado,1.46
6467,6499,20240411,Crédito,124.19,Aprovado,3.48
6468,6500,20250912,PIX,3652.03,Aprovado,43.82
6469,6501,20250209,PIX,607.74,Aprovado,7.29
6470,6501,20250209,Crédito,601.88,Estornado,16.85
6471,6502,20241018,Crédito,1092.42,Aprovado,30.59
6472,6503,20250922,PIX,757.56,Aprovado,9.09
6473,6504,20241010,Crédito,377.01,Aprovado,10.56
6474,6505,20240825,PIX,945.08,Aprovado,11.34
6475,6505,20240823,Crédito,963.23,Aprovado,26.97
6476,6507,20251029,Crédito,1138.29,Aprovado,31.87
6477,6508,20250515,Crédito,1297.59,Aprovado,36.33
6478,6510,20240403,PIX,1415.1,Aprovado,16.98
6479,6511,20240416,Crédito,401.21,Aprovado,11.23
6480,6512,20240424,Débito,4097.88,Aprovado,114.74
6481,6513,20250709,Crédito,2454.77,Aprovado,68.73
6482,6515,20240626,Crédito,301.86,Aprovado,8.45
6483,6515,20240624,Boleto,300.02,Aprovado,3.6
6484,6516,20250822,Crédito,906.01,Aprovado,25.37
6485,6517,20241030,Crédito,774.4,Aprovado,21.68
6486,6518,20251023,PIX,534.26,Aprovado,6.41
6487,6519,20240205,Crédito,886.27,Aprovado,24.82
6488,6520,20240817,Crédito,410.58,Aprovado,11.5
6489,6521,20250505,PIX,233.82,Aprovado,2.81
6490,6521,20250503,Débito,238.4,Aprovado,6.68
6491,6523,20240523,Crédito,1440.2,Aprovado,40.33
6492,6524,20250531,Boleto,3014.03,Aprovado,36.17
6493,6526,20250903,Débito,470.45,Aprovado,13.17
6494,6527,20240509,Débito,103.34,Aprovado,2.89
6495,6527,20240506,Crédito,106.47,Aprovado,2.98
6496,6528,20250623,Crédito,92.07,Aprovado,2.58
6497,6529,20241201,PIX,506.8,Aprovado,6.08
6498,6530,20240328,Boleto,1526.8,Aprovado,18.32
6499,6531,20240420,Crédito,1161.36,Aprovado,32.52
6500,6532,20251103,Crédito,392.23,Aprovado,10.98
6501,6533,20250625,Crédito,2431.37,Aprovado,68.08
6502,6537,20251216,Boleto,1391.69,Aprovado,16.7
6503,6538,20251106,Crédito,1391.74,Aprovado,38.97
6504,6539,20240326,Boleto,322.24,Aprovado,3.87
6505,6540,20240527,PIX,603.7,Aprovado,7.24
6506,6541,20240614,Crédito,716.35,Aprovado,20.06
6507,6542,20250114,Boleto,256.77,Aprovado,3.08
6508,6542,20250112,Débito,257.54,Aprovado,7.21
6509,6543,20250606,Crédito,8950.06,Aprovado,250.6
6510,6544,20251010,Crédito,200.85,Aprovado,5.62
6511,6546,20250519,PIX,238.18,Aprovado,2.86
6512,6547,20250813,Crédito,1100.28,Aprovado,30.81
6513,6548,20250220,Crédito,0.0,Aprovado,0.0
6514,6549,20250407,Crédito,538.2,Aprovado,15.07
6515,6550,20241117,Crédito,2183.97,Aprovado,61.15
6516,6551,20241122,PIX,1298.17,Aprovado,15.58
6517,6552,20251216,Crédito,845.95,Aprovado,23.69
6518,6553,20250209,PIX,887.37,Aprovado,10.65
6519,6554,20251009,PIX,2435.36,Aprovado,29.22
6520,6554,20251008,Crédito,2451.69,Aprovado,68.65
6521,6555,20240324,Crédito,245.76,Aprovado,6.88
6522,6556,20240217,PIX,2485.83,Aprovado,29.83
6523,6557,20250413,PIX,4911.51,Aprovado,58.94
6524,6557,20250412,Débito,4820.91,Aprovado,134.99
6525,6558,20250705,Crédito,1927.34,Aprovado,53.97
6526,6559,20241115,PIX,98.4,Aprovado,1.18
6527,6560,20240521,PIX,437.19,Aprovado,5.25
6528,6561,20240222,Crédito,313.56,Aprovado,8.78
6529,6561,20240221,PIX,314.52,Aprovado,3.77
6530,6562,20250912,Boleto,463.0,Aprovado,5.56
6531,6563,20250406,Crédito,615.59,Aprovado,17.24
6532,6563,20250404,Boleto,614.61,Aprovado,7.38
6533,6564,20240205,Débito,42.07,Aprovado,1.18
6534,6565,20240129,Crédito,3203.73,Aprovado,89.7
6535,6566,20250831,PIX,634.37,Aprovado,7.61
6536,6567,20240916,PIX,404.4,Aprovado,4.85
6537,6568,20251229,Débito,770.32,Aprovado,21.57
6538,6570,20240324,Crédito,1560.21,Aprovado,43.69
6539,6573,20241222,Débito,2580.1,Aprovado,72.24
6540,6574,20250420,Crédito,1184.3,Aprovado,33.16
6541,6575,20250715,PIX,8060.29,Aprovado,96.72
6542,6576,20250627,Crédito,1745.89,Aprovado,48.89
6543,6576,20250624,Crédito,1772.81,Aprovado,49.64
6544,6578,20250607,Crédito,914.0,Aprovado,25.59
6545,6580,20251020,PIX,2993.84,Aprovado,35.93
6546,6581,20250122,Crédito,1924.24,Aprovado,53.88
6547,6582,20250831,Débito,3400.88,Aprovado,95.22
6548,6583,20250330,Crédito,672.04,Aprovado,18.82
6549,6583,20250325,Crédito,683.82,Aprovado,19.15
6550,6584,20250311,Crédito,1125.64,Aprovado,31.52
6551,6585,20240223,PIX,531.31,Aprovado,6.38
6552,6586,20250318,Débito,1723.35,Aprovado,48.25
6553,6587,20250321,Crédito,593.8,Aprovado,16.63
6554,6588,20240408,Crédito,1395.52,Aprovado,39.07
6555,6590,20240722,Crédito,1306.08,Aprovado,36.57
6556,6591,20240526,Boleto,2245.68,Aprovado,26.95
6557,6592,20240410,PIX,158.75,Aprovado,1.91
6558,6592,20240409,Boleto,159.5,Aprovado,1.91
6559,6594,20250506,PIX,2784.78,Aprovado,33.42
6560,6595,20250122,PIX,493.48,Aprovado,5.92
6561,6597,20240706,Crédito,1594.36,Aprovado,44.64
6562,6597,20240706,Crédito,1624.26,Aprovado,45.48
6563,6598,20250901,Crédito,1223.32,Aprovado,34.25
6564,6600,20250625,Crédito,453.74,Aprovado,12.7
6565,6601,20240304,PIX,1218.77,Aprovado,14.63
6566,6601,20240304,Crédito,1237.72,Aprovado,34.66
6567,6602,20250928,Boleto,404.85,Aprovado,4.86
6568,6603,20250427,Débito,1583.4,Aprovado,44.34
6569,6605,20250726,Crédito,293.51,Aprovado,8.22
6570,6606,20250314,Crédito,382.42,Aprovado,10.71
6571,6607,20240516,Crédito,221.82,Aprovado,6.21
6572,6608,20240217,Crédito,240.65,Aprovado,6.74
6573,6609,20250914,Crédito,7521.08,Aprovado,210.59
6574,6610,20251218,Boleto,999.9,Aprovado,12.0
6575,6611,20250915,PIX,3556.11,Aprovado,42.67
6576,6612,20250114,Boleto,952.75,Aprovado,11.43
6577,6613,20240928,Crédito,562.23,Aprovado,15.74
6578,6614,20250514,Crédito,817.1,Aprovado,22.88
6579,6615,20241211,Boleto,228.91,Aprovado,2.75
6580,6615,20241216,Crédito,228.71,Aprovado,6.4
6581,6616,20240309,Crédito,263.6,Aprovado,7.38
6582,6617,20240326,Crédito,135.14,Aprovado,3.78
6583,6617,20240327,Crédito,135.05,Aprovado,3.78
6584,6618,20250822,PIX,2223.89,Aprovado,26.69
6585,6619,20251125,Crédito,725.82,Aprovado,20.32
6586,6619,20251130,PIX,722.71,Aprovado,8.67
6587,6620,20240106,Débito,116.9,Aprovado,3.27
6588,6620,20240105,Crédito,118.85,Aprovado,3.33
6589,6621,20250417,PIX,424.99,Aprovado,5.1
6590,6622,20250617,Crédito,4064.95,Aprovado,113.82
6591,6623,20250905,Crédito,1655.72,Aprovado,46.36
6592,6624,20250729,Crédito,667.61,Aprovado,18.69
6593,6624,20250730,PIX,679.88,Aprovado,8.16
6594,6625,20250517,Boleto,1039.47,Aprovado,12.47
6595,6627,20250226,PIX,17833.8,Aprovado,214.01
6596,6628,20241022,PIX,565.51,Aprovado,6.79
6597,6629,20251108,Crédito,1602.9,Aprovado,44.88
6598,6632,20240627,Crédito,482.09,Aprovado,13.5
6599,6632,20240627,Crédito,478.72,Aprovado,13.4
6600,6633,20250131,Boleto,742.92,Aprovado,8.92
6601,6634,20240705,Crédito,2921.67,Aprovado,81.81
6602,6635,20250903,Crédito,712.03,Aprovado,19.94
6603,6638,20240516,Crédito,1081.15,Aprovado,30.27
6604,6639,20251105,Crédito,790.81,Aprovado,22.14
6605,6641,20250126,Crédito,655.65,Aprovado,18.36
6606,6642,20250803,Crédito,682.18,Aprovado,19.1
6607,6643,20250419,Crédito,967.05,Aprovado,27.08
6608,6644,20240928,PIX,707.65,Aprovado,8.49
6609,6645,20240812,Crédito,1306.43,Aprovado,36.58
6610,6646,20251224,Boleto,2392.51,Aprovado,28.71
6611,6647,20240826,PIX,2433.48,Aprovado,29.2
6612,6648,20251115,Débito,67.97,Aprovado,1.9
6613,6649,20240412,Crédito,414.51,Aprovado,11.61
6614,6649,20240411,Crédito,408.11,Aprovado,11.43
6615,6650,20240222,Crédito,404.18,Aprovado,11.32
6616,6651,20250901,Crédito,2576.63,Aprovado,72.15
6617,6652,20250319,PIX,821.6,Aprovado,9.86
6618,6653,20240610,Crédito,1192.01,Aprovado,33.38
6619,6654,20240622,Crédito,387.91,Aprovado,10.86
6620,6655,20240331,Boleto,115.12,Aprovado,1.38
6621,6657,20250716,Crédito,2169.16,Aprovado,60.74
6622,6658,20250410,PIX,1174.46,Aprovado,14.09
6623,6659,20240227,Crédito,350.86,Aprovado,9.82
6624,6660,20250425,Crédito,1536.3,Aprovado,43.02
6625,6661,20241201,Crédito,608.16,Aprovado,17.03
6626,6664,20250923,PIX,16616.99,Aprovado,199.4
6627,6665,20250929,Débito,2489.92,Aprovado,69.72
6628,6666,20240216,PIX,924.19,Aprovado,11.09
6629,6667,20250129,Crédito,10204.31,Aprovado,285.72
6630,6668,20241002,Crédito,1610.62,Estornado,45.1
6631,6669,20240419,Crédito,330.57,Aprovado,9.26
6632,6670,20250320,PIX,1095.81,Aprovado,13.15
6633,6671,20250121,Crédito,501.69,Aprovado,14.05
6634,6672,20251219,Débito,398.0,Aprovado,11.14
6635,6673,20250623,Crédito,370.81,Aprovado,10.38
6636,6674,20240603,Crédito,726.2,Aprovado,20.33
6637,6675,20240225,PIX,697.96,Aprovado,8.38
6638,6676,20251230,Crédito,1521.32,Aprovado,42.6
6639,6679,20250117,Boleto,590.54,Aprovado,7.09
6640,6680,20241101,PIX,462.59,Aprovado,5.55
6641,6681,20250825,PIX,583.43,Aprovado,7.0
6642,6681,20250823,Crédito,592.71,Aprovado,16.6
6643,6682,20240701,Crédito,396.99,Aprovado,11.12
6644,6684,20250824,Boleto,918.53,Aprovado,11.02
6645,6685,20241108,Crédito,1129.11,Aprovado,31.62
6646,6686,20241227,Crédito,363.78,Aprovado,10.19
6647,6687,20250106,Boleto,382.72,Aprovado,4.59
6648,6688,20250119,PIX,417.59,Aprovado,5.01
6649,6689,20250712,Débito,746.7,Aprovado,20.91
6650,6690,20240420,Débito,593.12,Aprovado,16.61
6651,6691,20240411,Crédito,1030.58,Aprovado,28.86
6652,6694,20240218,Crédito,1180.45,Aprovado,33.05
6653,6695,20241205,Crédito,1334.78,Aprovado,37.37
6654,6697,20240622,Crédito,415.84,Aprovado,11.64
6655,6698,20240216,Crédito,379.18,Aprovado,10.62
6656,6699,20240503,Boleto,2521.52,Aprovado,30.26
6657,6700,20251127,Crédito,518.43,Aprovado,14.52
6658,6703,20240219,Crédito,469.83,Aprovado,13.16
6659,6704,20240725,Crédito,1237.73,Aprovado,34.66
6660,6705,20240227,Crédito,270.07,Aprovado,7.56
6661,6706,20250228,Crédito,771.66,Aprovado,21.61
6662,6707,20240730,PIX,136.22,Aprovado,1.63
6663,6707,20240731,PIX,136.84,Aprovado,1.64
6664,6708,20250302,PIX,7795.51,Aprovado,93.55
6665,6709,20240617,Débito,325.75,Aprovado,9.12
6666,6710,20240318,PIX,3258.13,Aprovado,39.1
6667,6711,20240818,PIX,4077.69,Aprovado,48.93
6668,6712,20250721,PIX,4951.16,Aprovado,59.41
6669,6713,20250508,Crédito,264.39,Aprovado,7.4
6670,6714,20251231,Crédito,1592.91,Aprovado,44.6
6671,6717,20250716,Débito,1325.43,Aprovado,37.11
6672,6718,20250922,Boleto,1109.75,Aprovado,13.32
6673,6719,20240910,PIX,1719.01,Aprovado,20.63
6674,6721,20260105,Crédito,1656.39,Aprovado,46.38
6675,6722,20250320,Boleto,1869.43,Aprovado,22.43
6676,6723,20250504,PIX,367.12,Aprovado,4.41
6677,6723,20250504,PIX,354.69,Aprovado,4.26
6678,6725,20250515,PIX,358.18,Aprovado,4.3
6679,6725,20250512,Crédito,358.88,Aprovado,10.05
6680,6726,20240713,Crédito,1169.25,Aprovado,32.74
6681,6727,20240502,Crédito,591.51,Aprovado,16.56
6682,6731,20241120,Crédito,482.71,Aprovado,13.52
6683,6732,20241211,Crédito,569.06,Aprovado,15.93
6684,6733,20251115,PIX,1527.76,Aprovado,18.33
6685,6734,20251225,PIX,2074.96,Aprovado,24.9
6686,6735,20240229,Crédito,3992.52,Aprovado,111.79
6687,6736,20240721,Boleto,421.09,Aprovado,5.05
6688,6736,20240719,PIX,428.42,Aprovado,5.14
6689,6737,20250212,Crédito,351.33,Aprovado,9.84
6690,6737,20250212,PIX,350.44,Aprovado,4.21
6691,6738,20250522,Crédito,475.89,Aprovado,13.32
6692,6739,20241117,Débito,512.8,Aprovado,14.36
6693,6741,20241028,Débito,258.64,Aprovado,7.24
6694,6742,20240423,Crédito,1128.31,Aprovado,31.59
6695,6743,20240508,Boleto,1999.16,Aprovado,23.99
6696,6744,20241018,Crédito,561.72,Aprovado,15.73
6697,6746,20241225,Boleto,427.4,Aprovado,5.13
6698,6747,20241127,Crédito,1558.89,Aprovado,43.65
6699,6748,20240202,Boleto,2258.18,Aprovado,27.1
6700,6749,20250605,Boleto,133.11,Aprovado,1.6
6701,6750,20251228,PIX,1940.4,Aprovado,23.28
6702,6751,20251118,Boleto,1032.17,Aprovado,12.39
6703,6752,20241214,Crédito,306.37,Aprovado,8.58
6704,6753,20250314,Crédito,1613.55,Aprovado,45.18
6705,6755,20250414,PIX,2102.18,Aprovado,25.23
6706,6756,20241205,Débito,309.97,Aprovado,8.68
6707,6757,20251029,Crédito,877.36,Aprovado,24.57
6708,6758,20250218,Crédito,1025.13,Aprovado,28.7
6709,6759,20251202,Crédito,801.58,Aprovado,22.44
6710,6760,20240905,Crédito,884.65,Aprovado,24.77
6711,6761,20250412,PIX,345.63,Aprovado,4.15
6712,6762,20251019,Débito,61.25,Aprovado,1.72
6713,6763,20240623,PIX,943.45,Aprovado,11.32
6714,6765,20240502,Crédito,434.46,Aprovado,12.16
6715,6766,20250214,PIX,439.96,Aprovado,5.28
6716,6766,20250213,Boleto,451.02,Aprovado,5.41
6717,6767,20241001,Crédito,260.32,Aprovado,7.29
6718,6768,20240526,Crédito,418.16,Aprovado,11.71
6719,6769,20250321,PIX,1347.65,Estornado,16.17
6720,6770,20240408,Crédito,806.86,Aprovado,22.59
6721,6771,20240305,Crédito,1012.28,Aprovado,28.34
6722,6772,20241015,Crédito,376.82,Aprovado,10.55
6723,6773,20240216,PIX,1070.78,Aprovado,12.85
6724,6774,20240731,PIX,1492.9,Aprovado,17.91
6725,6775,20241124,PIX,1187.27,Aprovado,14.25
6726,6776,20250310,Crédito,1350.56,Aprovado,37.82
6727,6777,20251124,Débito,296.05,Aprovado,8.29
6728,6778,20241103,PIX,1736.13,Aprovado,20.83
6729,6780,20241020,Boleto,472.7,Aprovado,5.67
6730,6781,20251221,PIX,1406.69,Aprovado,16.88
6731,6782,20240224,Crédito,868.61,Aprovado,24.32
6732,6783,20250228,PIX,1330.19,Aprovado,15.96
6733,6784,20251214,Débito,543.84,Aprovado,15.23
6734,6785,20240411,Boleto,355.25,Aprovado,4.26
6735,6786,20250331,Crédito,989.31,Aprovado,27.7
6736,6787,20250305,Débito,204.22,Aprovado,5.72
6737,6788,20251017,Crédito,262.27,Aprovado,7.34
6738,6790,20250314,PIX,1002.12,Aprovado,12.03
6739,6792,20240811,Crédito,700.54,Aprovado,19.62
6740,6793,20240612,Crédito,96.65,Aprovado,2.71
6741,6794,20250809,Crédito,467.68,Aprovado,13.09
6742,6795,20251226,PIX,33947.61,Aprovado,407.37
6743,6796,20240630,Crédito,1321.59,Aprovado,37.0
6744,6797,20240908,Crédito,224.42,Aprovado,6.28
6745,6798,20250726,Crédito,881.95,Aprovado,24.69
6746,6799,20251224,Boleto,533.6,Aprovado,6.4
6747,6800,20250705,PIX,0.0,Aprovado,0.0
6748,6801,20250805,PIX,1656.59,Aprovado,19.88
6749,6802,20251228,PIX,595.61,Aprovado,7.15
6750,6802,20260101,Crédito,582.26,Aprovado,16.3
6751,6803,20250903,Crédito,449.18,Estornado,12.58
6752,6804,20250309,Crédito,572.97,Aprovado,16.04
6753,6805,20250918,Crédito,902.12,Aprovado,25.26
6754,6805,20250919,Crédito,893.78,Aprovado,25.03
6755,6807,20250306,Crédito,876.94,Aprovado,24.55
6756,6807,20250308,Crédito,858.45,Aprovado,24.04
6757,6808,20250107,Crédito,541.98,Aprovado,15.18
6758,6809,20241217,Crédito,1815.35,Aprovado,50.83
6759,6811,20240809,Crédito,834.1,Aprovado,23.35
6760,6812,20240510,Crédito,750.02,Aprovado,21.0
6761,6813,20241107,Débito,1021.23,Aprovado,28.59
6762,6814,20251125,Crédito,485.47,Aprovado,13.59
6763,6816,20250227,Crédito,6685.33,Aprovado,187.19
6764,6817,20250625,PIX,1093.07,Aprovado,13.12
6765,6819,20250728,Crédito,552.02,Aprovado,15.46
6766,6820,20241202,Crédito,1205.86,Aprovado,33.76
6767,6821,20240825,Crédito,2424.04,Aprovado,67.87
6768,6823,20240904,Crédito,491.51,Estornado,13.76
6769,6824,20240313,Crédito,1848.88,Aprovado,51.77
6770,6825,20250726,PIX,487.64,Aprovado,5.85
6771,6827,20240910,Crédito,546.23,Aprovado,15.29
6772,6828,20241006,Crédito,3126.52,Aprovado,87.54
6773,6829,20250829,Débito,229.84,Aprovado,6.44
6774,6829,20250831,Crédito,228.15,Aprovado,6.39
6775,6830,20241213,PIX,228.26,Aprovado,2.74
6776,6832,20250817,PIX,780.89,Aprovado,9.37
6777,6832,20250818,PIX,755.31,Aprovado,9.06
6778,6833,20250810,PIX,2505.76,Aprovado,30.07
6779,6834,20250124,Crédito,409.82,Aprovado,11.48
6780,6835,20251125,Crédito,82.29,Aprovado,2.3
6781,6836,20240630,Débito,952.48,Aprovado,26.67
6782,6837,20240202,Crédito,531.68,Aprovado,14.89
6783,6838,20241116,Crédito,293.47,Aprovado,8.22
6784,6839,20251006,Boleto,393.79,Aprovado,4.73
6785,6840,20240928,Crédito,1599.65,Aprovado,44.79
6786,6841,20251123,Débito,944.16,Aprovado,26.44
6787,6842,20240714,PIX,1310.45,Aprovado,15.73
6788,6843,20240408,PIX,2727.29,Aprovado,32.73
6789,6844,20241018,PIX,1554.4,Aprovado,18.65
6790,6845,20240519,PIX,526.73,Aprovado,6.32
6791,6845,20240524,Crédito,534.01,Aprovado,14.95
6792,6846,20240405,PIX,223.19,Aprovado,2.68
6793,6847,20240310,Crédito,82.91,Aprovado,2.32
6794,6849,20240403,PIX,365.36,Aprovado,4.38
6795,6850,20251229,Crédito,450.0,Aprovado,12.6
6796,6851,20241122,Crédito,1221.55,Aprovado,34.2
6797,6853,20250803,Boleto,484.44,Aprovado,5.81
6798,6854,20240429,PIX,93.33,Aprovado,1.12
6799,6855,20250318,PIX,2466.5,Aprovado,29.6
6800,6857,20240203,Crédito,2008.79,Aprovado,56.25
6801,6858,20250607,Crédito,1064.85,Aprovado,29.82
6802,6860,20250602,Débito,978.22,Aprovado,27.39
6803,6861,20251227,Boleto,888.84,Aprovado,10.67
6804,6863,20241206,PIX,395.56,Aprovado,4.75
6805,6864,20240802,Crédito,1475.17,Aprovado,41.3
6806,6865,20250331,PIX,4611.63,Aprovado,55.34
6807,6865,20250329,Crédito,4576.64,Aprovado,128.15
6808,6866,20241003,Crédito,1337.95,Aprovado,37.46
6809,6867,20240815,Crédito,1188.31,Aprovado,33.27
6810,6868,20250626,Crédito,1690.48,Aprovado,47.33
6811,6869,20241003,Crédito,155.88,Aprovado,4.36
6812,6870,20250302,Débito,670.78,Aprovado,18.78
6813,6871,20240627,Crédito,1229.84,Aprovado,34.44
6814,6872,20240523,PIX,583.54,Aprovado,7.0
6815,6873,20250819,Crédito,1669.32,Aprovado,46.74
6816,6874,20250121,Crédito,399.23,Aprovado,11.18
6817,6874,20250121,Boleto,404.92,Aprovado,4.86
6818,6875,20241103,Crédito,346.51,Estornado,9.7
6819,6876,20240516,Boleto,1212.42,Aprovado,14.55
6820,6877,20240528,Crédito,336.15,Aprovado,9.41
6821,6878,20240320,Crédito,900.03,Aprovado,25.2
6822,6878,20240315,Débito,904.15,Aprovado,25.32
6823,6879,20241223,Crédito,171.13,Aprovado,4.79
6824,6879,20241225,Crédito,171.3,Aprovado,4.8
6825,6881,20241001,Crédito,2322.66,Aprovado,65.03
6826,6882,20250713,Crédito,1500.75,Aprovado,42.02
6827,6883,20250724,Boleto,4931.76,Aprovado,59.18
6828,6884,20250116,PIX,145.44,Aprovado,1.75
6829,6885,20240730,Crédito,1052.21,Aprovado,29.46
6830,6886,20250720,PIX,1045.72,Aprovado,12.55
6831,6887,20241202,Crédito,5602.19,Aprovado,156.86
6832,6888,20240719,Crédito,502.93,Aprovado,14.08
6833,6888,20240719,Crédito,511.82,Aprovado,14.33
6834,6889,20240407,PIX,737.03,Aprovado,8.84
6835,6889,20240410,Crédito,755.84,Aprovado,21.16
6836,6890,20240530,Crédito,1933.88,Aprovado,54.15
6837,6891,20240615,Boleto,874.87,Aprovado,10.5
