hotel_id,data_id,tipo_quarto,quartos_total,quartos_manutencao,quartos_disponiveis
1,20250803,Deluxe,30,1,29
1,20250804,Deluxe,30,1,29
1,20250805,Deluxe,30,1,29
1,20250806,Deluxe,30,0,30
1,20250807,Deluxe,30,0,30
1,20250808,Deluxe,30,0,30
1,20250809,Deluxe,30,1,29
1,20250810,Deluxe,30,0,30
1,20250811,Deluxe,30,1,29
1,20250812,Deluxe,30,2,28
1,20250813,Deluxe,30,0,30
1,20250814,Deluxe,30,1,29
1,20250815,Deluxe,30,3,27
1,20250816,Deluxe,30,2,28
1,20250817,Deluxe,30,4,26
1,20250818,Deluxe,30,1,29
1,20250819,Deluxe,30,2,28
1,20250820,Deluxe,30,1,29
1,20250821,Deluxe,30,0,30
1,20250822,Deluxe,30,0,30
1,20250823,Deluxe,30,0,30
1,20250824,Deluxe,30,1,29
1,20250825,Deluxe,30,0,30
1,20250826,Deluxe,30,2,28
1,20250827,Deluxe,30,1,29
1,20250828,Deluxe,30,0,30
1,20250829,Deluxe,30,3,27
1,20250830,Deluxe,30,1,29
1,20250831,Deluxe,30,1,29
1,20250901,Deluxe,30,0,30
1,20250902,Deluxe,30,0,30
1,20250903,Deluxe,30,0,30
1,20250904,Deluxe,30,1,29
1,20250905,Deluxe,30,3,27
1,20250906,Deluxe,30,1,29
1,20250907,Deluxe,30,0,30
1,20250908,Deluxe,30,0,30
1,20250909,Deluxe,30,0,30
1,20250910,Deluxe,30,1,29
1,20250911,Deluxe,30,0,30
1,20250912,Deluxe,30,1,29
1,20250913,Deluxe,30,3,27
1,20250914,Deluxe,30,0,30
1,20250915,Deluxe,30,2,28
1,20250916,Deluxe,30,3,27
1,20250917,Deluxe,30,1,29
1,20250918,Deluxe,30,0,30
1,20250919,Deluxe,30,1,29
1,20250920,Deluxe,30,3,27
1,20250921,Deluxe,30,1,29
1,20250922,Deluxe,30,0,30
1,20250923,Deluxe,30,0,30
1,20250924,Deluxe,30,1,29
1,20250925,Deluxe,30,2,28
1,20250926,Deluxe,30,2,28
1,20250927,Deluxe,30,1,29
1,20250928,Deluxe,30,2,28
1,20250929,Deluxe,30,0,30
1,20250930,Deluxe,30,1,29
1,20251001,Deluxe,30,1,29
1,20251002,Deluxe,30,0,30
1,20251003,Deluxe,30,2,28
1,20251004,Deluxe,30,0,30
1,20251005,Deluxe,30,3,27
1,20251006,Deluxe,30,2,28
1,20251007,Deluxe,30,1,29
1,20251008,Deluxe,30,1,29
1,20251009,Deluxe,30,0,30
1,20251010,Deluxe,30,3,27
1,20251011,Deluxe,30,2,28
1,20251012,Deluxe,30,1,29
1,20251013,Deluxe,30,3,27
1,20251014,Deluxe,30,1,29
1,20251015,Deluxe,30,4,26
1,20251016,Deluxe,30,2,28
1,20251017,Deluxe,30,3,27
1,20251018,Deluxe,30,1,29
1,20251019,Deluxe,30,2,28
1,20251020,Deluxe,30,0,30
1,20251021,Deluxe,30,1,29
1,20251022,Deluxe,30,2,28
1,20251023,Deluxe,30,0,30
1,20251024,Deluxe,30,2,28
1,20251025,Deluxe,30,0,30
1,20251026,Deluxe,30,4,26
1,20251027,Deluxe,30,1,29
1,20251028,Deluxe,30,1,29
1,20251029,Deluxe,30,1,29
1,20251030,Deluxe,30,0,30
1,20251031,Deluxe,30,0,30
1,20251101,Deluxe,30,0,30
1,20251102,Deluxe,30,1,29
1,20251103,Deluxe,30,0,30
1,20251104,Deluxe,30,0,30
1,20251105,Deluxe,30,2,28
1,20251106,Deluxe,30,2,28
1,20251107,Deluxe,30,2,28
1,20251108,Deluxe,30,2,28
1,20251109,Deluxe,30,1,29
1,20251110,Deluxe,30,2,28
1,20251111,Deluxe,30,0,30
1,20251112,Deluxe,30,2,28
1,20251113,Deluxe,30,1,29
1,20251114,Deluxe,30,1,29
1,20251115,Deluxe,30,3,27
1,20251116,Deluxe,30,2,28
1,20251117,Deluxe,30,0,30
1,20251118,Deluxe,30,2,28
1,20251119,Deluxe,30,0,30
1,20251120,Deluxe,30,0,30
1,20251121,Deluxe,30,0,30
1,20251122,Deluxe,30,4,26
1,20251123,Deluxe,30,1,29
1,20251124,Deluxe,30,0,30
1,20251125,Deluxe,30,0,30
1,20251126,Deluxe,30,1,29
1,20251127,Deluxe,30,0,30
1,20251128,Deluxe,30,0,30
1,20251129,Deluxe,30,2,28
1,20251130,Deluxe,30,0,30
1,20251201,Deluxe,30,1,29
1,20251202,Deluxe,30,0,30
1,20251203,Deluxe,30,0,30
1,20251204,Deluxe,30,0,30
1,20251205,Deluxe,30,0,30
1,20251206,Deluxe,30,2,28
1,20251207,Deluxe,30,0,30
1,20251208,Deluxe,30,1,29
1,20251209,Deluxe,30,1,29
1,20251210,Deluxe,30,1,29
1,20251211,Deluxe,30,0,30
1,20251212,Deluxe,30,0,30
1,20251213,Deluxe,30,0,30
1,20251214,Deluxe,30,0,30
1,20251215,Deluxe,30,0,30
1,20251216,Deluxe,30,0,30
1,20251217,Deluxe,30,1,29
1,20251218,Deluxe,30,1,29
1,20251219,Deluxe,30,1,29
1,20251220,Deluxe,30,1,29
1,20251221,Deluxe,30,0,30
1,20251222,Deluxe,30,0,30
1,20251223,Deluxe,30,1,29
1,20251224,Deluxe,30,1,29
1,20251225,Deluxe,30,0,30
1,20251226,Deluxe,30,0,30
1,20251227,Deluxe,30,0,30
1,20251228,Deluxe,30,0,30
1,20251229,Deluxe,30,0,30
1,20251230,Deluxe,30,0,30
1,20251231,Deluxe,30,0,30
1,20240101,Suite,12,1,11
1,20240102,Suite,12,0,12
1,20240103,Suite,12,0,12
1,20240104,Suite,12,1,11
1,20240105,Suite,12,1,11
1,20240106,Suite,12,0,12
1,20240107,Suite,12,0,12
1,20240108,Suite,12,0,12
1,20240109,Suite,12,0,12
1,20240110,Suite,12,0,12
1,20240111,Suite,12,1,11
1,20240112,Suite,12,2,10
1,20240113,Suite,12,0,12
1,20240114,Suite,12,0,12
1,20240115,Suite,12,0,12
1,20240116,Suite,12,0,12
1,20240117,Suite,12,0,12
1,20240118,Suite,12,0,12
1,20240119,Suite,12,0,12
1,20240120,Suite,12,1,11
1,20240121,Suite,12,0,12
1,20240122,Suite,12,0,12
1,20240123,Suite,12,0,12
1,20240124,Suite,12,0,12
1,20240125,Suite,12,1,11
1,20240126,Suite,12,0,12
1,20240127,Suite,12,0,12
1,20240128,Suite,12,0,12
1,20240129,Suite,12,0,12
1,20240130,Suite,12,0,12
1,20240131,Suite,12,0,12
1,20240201,Suite,12,0,12
1,20240202,Suite,12,0,12
1,20240203,Suite,12,1,11
1,20240204,Suite,12,0,12
1,20240205,Suite,12,2,10
1,20240206,Suite,12,0,12
1,20240207,Suite,12,0,12
1,20240208,Suite,12,0,12
1,20240209,Suite,12,0,12
1,20240210,Suite,12,0,12
1,20240211,Suite,12,0,12
1,20240212,Suite,12,1,11
1,20240213,Suite,12,0,12
1,20240214,Suite,12,0,12
1,20240215,Suite,12,0,12
1,20240216,Suite,12,0,12
1,20240217,Suite,12,0,12
1,20240218,Suite,12,0,12
1,20240219,Suite,12,0,12
1,20240220,Suite,12,0,12
1,20240221,Suite,12,0,12
1,20240222,Suite,12,0,12
1,20240223,Suite,12,0,12
1,20240224,Suite,12,0,12
1,20240225,Suite,12,1,11
1,20240226,Suite,12,0,12
1,20240227,Suite,12,0,12
1,20240228,Suite,12,1,11
1,20240229,Suite,12,1,11
1,20240301,Suite,12,0,12
1,20240302,Suite,12,0,12
1,20240303,Suite,12,3,9
1,20240304,Suite,12,2,10
1,20240305,Suite,12,0,12
1,20240306,Suite,12,1,11
1,20240307,Suite,12,1,11
1,20240308,Suite,12,1,11
1,20240309,Suite,12,0,12
1,20240310,Suite,12,0,12
1,20240311,Suite,12,1,11
1,20240312,Suite,12,1,11
1,20240313,Suite,12,0,12
1,20240314,Suite,12,0,12
1,20240315,Suite,12,1,11
1,20240316,Suite,12,0,12
1,20240317,Suite,12,0,12
1,20240318,Suite,12,0,12
1,20240319,Suite,12,0,12
1,20240320,Suite,12,0,12
1,20240321,Suite,12,0,12
1,20240322,Suite,12,1,11
1,20240323,Suite,12,2,10
1,20240324,Suite,12,0,12
1,20240325,Suite,12,0,12
1,20240326,Suite,12,0,12
1,20240327,Suite,12,0,12
1,20240328,Suite,12,4,8
1,20240329,Suite,12,0,12
1,20240330,Suite,12,2,10
1,20240331,Suite,12,1,11
1,20240401,Suite,12,1,11
1,20240402,Suite,12,3,9
1,20240403,Suite,12,0,12
1,20240404,Suite,12,0,12
1,20240405,Suite,12,3,9
1,20240406,Suite,12,2,10
1,20240407,Suite,12,1,11
1,20240408,Suite,12,2,10
1,20240409,Suite,12,1,11
1,20240410,Suite,12,0,12
1,20240411,Suite,12,1,11
1,20240412,Suite,12,0,12
1,20240413,Suite,12,0,12
1,20240414,Suite,12,1,11
1,20240415,Suite,12,3,9
1,20240416,Suite,12,0,12
1,20240417,Suite,12,0,12
1,20240418,Suite,12,0,12
1,20240419,Suite,12,0,12
1,20240420,Suite,12,1,11
1,20240421,Suite,12,0,12
1,20240422,Suite,12,1,11
1,20240423,Suite,12,0,12
1,20240424,Suite,12,1,11
1,20240425,Suite,12,0,12
1,20240426,Suite,12,2,10
1,20240427,Suite,12,2,10
1,20240428,Suite,12,0,12
1,20240429,Suite,12,0,12
1,20240430,Suite,12,0,12
1,20240501,Suite,12,0,12
1,20240502,Suite,12,1,11
1,20240503,Suite,12,1,11
1,20240504,Suite,12,4,8
1,20240505,Suite,12,0,12
1,20240506,Suite,12,0,12
1,20240507,Suite,12,3,9
1,20240508,Suite,12,1,11
1,20240509,Suite,12,2,10
1,20240510,Suite,12,1,11
1,20240511,Suite,12,0,12
1,20240512,Suite,12,0,12
1,20240513,Suite,12,0,12
1,20240514,Suite,12,1,11
1,20240515,Suite,12,0,12
1,20240516,Suite,12,0,12
1,20240517,Suite,12,1,11
1,20240518,Suite,12,0,12
1,20240519,Suite,12,0,12
1,20240520,Suite,12,0,12
1,20240521,Suite,12,1,11
1,20240522,Suite,12,2,10
1,20240523,Suite,12,0,12
1,20240524,Suite,12,0,12
1,20240525,Suite,12,1,11
1,20240526,Suite,12,0,12
1,20240527,Suite,12,0,12
1,20240528,Suite,12,0,12
1,20240529,Suite,12,1,11
1,20240530,Suite,12,0,12
1,20240531,Suite,12,1,11
1,20240601,Suite,12,0,12
1,20240602,Suite,12,0,12
1,20240603,Suite,12,0,12
1,20240604,Suite,12,1,11
1,20240605,Suite,12,0,12
1,20240606,Suite,12,0,12
1,20240607,Suite,12,0,12
1,20240608,Suite,12,1,11
1,20240609,Suite,12,0,12
1,20240610,Suite,12,0,12
1,20240611,Suite,12,0,12
1,20240612,Suite,12,1,11
1,20240613,Suite,12,1,11
1,20240614,Suite,12,0,12
1,20240615,Suite,12,1,11
1,20240616,Suite,12,0,12
1,20240617,Suite,12,3,9
1,20240618,Suite,12,0,12
1,20240619,Suite,12,0,12
1,20240620,Suite,12,0,12
1,20240621,Suite,12,0,12
1,20240622,Suite,12,1,11
1,20240623,Suite,12,1,11
1,20240624,Suite,12,0,12
1,20240625,Suite,12,0,12
1,20240626,Suite,12,0,12
1,20240627,Suite,12,0,12
1,20240628,Suite,12,0,12
1,20240629,Suite,12,1,11
1,20240630,Suite,12,0,12
1,20240701,Suite,12,0,12
1,20240702,Suite,12,0,12
1,20240703,Suite,12,2,10
1,20240704,Suite,12,0,12
1,20240705,Suite,12,0,12
1,20240706,Suite,12,0,12
1,20240707,Suite,12,0,12
1,20240708,Suite,12,0,12
1,20240709,Suite,12,0,12
1,20240710,Suite,12,0,12
1,20240711,Suite,12,0,12
1,20240712,Suite,12,0,12
1,20240713,Suite,12,0,12
1,20240714,Suite,12,0,12
1,20240715,Suite,12,0,12
1,20240716,Suite,12,0,12
1,20240717,Suite,12,0,12
1,20240718,Suite,12,0,12
1,20240719,Suite,12,0,12
1,20240720,Suite,12,0,12
1,20240721,Suite,12,0,12
1,20240722,Suite,12,0,12
1,20240723,Suite,12,1,11
1,20240724,Suite,12,1,11
1,20240725,Suite,12,1,11
1,20240726,Suite,12,0,12
1,20240727,Suite,12,0,12
1,20240728,Suite,12,0,12
1,20240729,Suite,12,0,12
1,20240730,Suite,12,1,11
1,20240731,Suite,12,0,12
1,20240801,Suite,12,1,11
1,20240802,Suite,12,2,10
1,20240803,Suite,12,0,12
1,20240804,Suite,12,0,12
1,20240805,Suite,12,1,11
1,20240806,Suite,12,0,12
1,20240807,Suite,12,1,11
1,20240808,Suite,12,0,12
1,20240809,Suite,12,0,12
1,20240810,Suite,12,1,11
1,20240811,Suite,12,0,12
1,20240812,Suite,12,1,11
1,20240813,Suite,12,0,12
1,20240814,Suite,12,0,12
1,20240815,Suite,12,0,12
1,20240816,Suite,12,0,12
1,20240817,Suite,12,0,12
1,20240818,Suite,12,0,12
1,20240819,Suite,12,0,12
1,20240820,Suite,12,0,12
1,20240821,Suite,12,1,11
1,20240822,Suite,12,0,12
1,20240823,Suite,12,0,12
1,20240824,Suite,12,1,11
1,20240825,Suite,12,0,12
1,20240826,Suite,12,0,12
1,20240827,Suite,12,0,12
1,20240828,Suite,12,0,12
1,20240829,Suite,12,0,12
1,20240830,Suite,12,1,11
1,20240831,Suite,12,1,11
1,20240901,Suite,12,0,12
1,20240902,Suite,12,0,12
1,20240903,Suite,12,0,12
1,20240904,Suite,12,2,10
1,20240905,Suite,12,0,12
1,20240906,Suite,12,1,11
1,20240907,Suite,12,1,11
1,20240908,Suite,12,1,11
1,20240909,Suite,12,1,11
1,20240910,Suite,12,1,11
1,20240911,Suite,12,0,12
1,20240912,Suite,12,0,12
1,20240913,Suite,12,0,12
1,20240914,Suite,12,0,12
1,20240915,Suite,12,1,11
1,20240916,Suite,12,1,11
1,20240917,Suite,12,1,11
1,20240918,Suite,12,0,12
1,20240919,Suite,12,0,12
1,20240920,Suite,12,0,12
1,20240921,Suite,12,0,12
1,20240922,Suite,12,0,12
1,20240923,Suite,12,2,10
1,20240924,Suite,12,2,10
1,20240925,Suite,12,1,11
1,20240926,Suite,12,0,12
1,20240927,Suite,12,0,12
1,20240928,Suite,12,0,12
1,20240929,Suite,12,1,11
1,20240930,Suite,12,0,12
1,20241001,Suite,12,0,12
1,20241002,Suite,12,1,11
1,20241003,Suite,12,0,12
1,20241004,Suite,12,0,12
1,20241005,Suite,12,0,12
1,20241006,Suite,12,0,12
1,20241007,Suite,12,1,11
1,20241008,Suite,12,0,12
1,20241009,Suite,12,0,12
1,20241010,Suite,12,0,12
1,20241011,Suite,12,0,12
1,20241012,Suite,12,0,12
1,20241013,Suite,12,0,12
1,20241014,Suite,12,1,11
1,20241015,Suite,12,0,12
1,20241016,Suite,12,1,11
1,20241017,Suite,12,0,12
1,20241018,Suite,12,0,12
1,20241019,Suite,12,0,12
1,20241020,Suite,12,0,12
1,20241021,Suite,12,0,12
1,20241022,Suite,12,1,11
1,20241023,Suite,12,0,12
1,20241024,Suite,12,0,12
1,20241025,Suite,12,1,11
1,20241026,Suite,12,0,12
1,20241027,Suite,12,0,12
1,20241028,Suite,12,0,12
1,20241029,Suite,12,0,12
1,20241030,Suite,12,0,12
1,20241031,Suite,12,0,12
1,20241101,Suite,12,2,10
1,20241102,Suite,12,1,11
1,20241103,Suite,12,1,11
1,20241104,Suite,12,0,12
1,20241105,Suite,12,0,12
1,20241106,Suite,12,0,12
1,20241107,Suite,12,0,12
1,20241108,Suite,12,0,12
1,20241109,Suite,12,2,10
1,20241110,Suite,12,0,12
1,20241111,Suite,12,1,11
1,20241112,Suite,12,0,12
1,20241113,Suite,12,0,12
1,20241114,Suite,12,0,12
1,20241115,Suite,12,0,12
1,20241116,Suite,12,0,12
1,20241117,Suite,12,0,12
1,20241118,Suite,12,1,11
1,20241119,Suite,12,1,11
1,20241120,Suite,12,1,11
1,20241121,Suite,12,0,12
1,20241122,Suite,12,0,12
1,20241123,Suite,12,0,12
1,20241124,Suite,12,0,12
1,20241125,Suite,12,1,11
1,20241126,Suite,12,0,12
1,20241127,Suite,12,1,11
1,20241128,Suite,12,0,12
1,20241129,Suite,12,0,12
1,20241130,Suite,12,1,11
1,20241201,Suite,12,0,12
1,20241202,Suite,12,1,11
1,20241203,Suite,12,0,12
1,20241204,Suite,12,1,11
1,20241205,Suite,12,0,12
1,20241206,Suite,12,0,12
1,20241207,Suite,12,0,12
1,20241208,Suite,12,0,12
1,20241209,Suite,12,0,12
1,20241210,Suite,12,0,12
1,20241211,Suite,12,0,12
1,20241212,Suite,12,0,12
1,20241213,Suite,12,0,12
1,20241214,Suite,12,2,10
1,20241215,Suite,12,0,12
1,20241216,Suite,12,0,12
1,20241217,Suite,12,0,12
1,20241218,Suite,12,1,11
1,20241219,Suite,12,0,12
1,20241220,Suite,12,1,11
1,20241221,Suite,12,0,12
1,20241222,Suite,12,0,12
1,20241223,Suite,12,0,12
1,20241224,Suite,12,0,12
1,20241225,Suite,12,0,12
1,20241226,Suite,12,0,12
1,20241227,Suite,12,0,12
1,20241228,Suite,12,0,12
1,20241229,Suite,12,1,11
1,20241230,Suite,12,0,12
1,20241231,Suite,12,0,12
1,20250101,Suite,12,0,12
1,20250102,Suite,12,0,12
1,20250103,Suite,12,0,12
1,20250104,Suite,12,0,12
1,20250105,Suite,12,0,12
1,20250106,Suite,12,0,12
1,20250107,Suite,12,1,11
1,20250108,Suite,12,1,11
1,20250109,Suite,12,0,12
1,20250110,Suite,12,0,12
1,20250111,Suite,12,0,12
1,20250112,Suite,12,0,12
1,20250113,Suite,12,0,12
1,20250114,Suite,12,0,12
1,20250115,Suite,12,0,12
1,20250116,Suite,12,0,12
1,20250117,Suite,12,0,12
1,20250118,Suite,12,0,12
1,20250119,Suite,12,0,12
1,20250120,Suite,12,0,12
1,20250121,Suite,12,0,12
1,20250122,Suite,12,1,11
1,20250123,Suite,12,0,12
1,20250124,Suite,12,0,12
1,20250125,Suite,12,1,11
1,20250126,Suite,12,2,10
1,20250127,Suite,12,0,12
1,20250128,Suite,12,0,12
1,20250129,Suite,12,0,12
1,20250130,Suite,12,0,12
1,20250131,Suite,12,0,12
1,20250201,Suite,12,0,12
1,20250202,Suite,12,0,12
1,20250203,Suite,12,0,12
1,20250204,Suite,12,0,12
1,20250205,Suite,12,0,12
1,20250206,Suite,12,0,12
1,20250207,Suite,12,0,12
1,20250208,Suite,12,1,11
1,20250209,Suite,12,1,11
1,20250210,Suite,12,0,12
1,20250211,Suite,12,0,12
1,20250212,Suite,12,0,12
1,20250213,Suite,12,1,11
1,20250214,Suite,12,2,10
1,20250215,Suite,12,0,12
1,20250216,Suite,12,0,12
1,20250217,Suite,12,0,12
1,20250218,Suite,12,0,12
1,20250219,Suite,12,0,12
1,20250220,Suite,12,1,11
1,20250221,Suite,12,1,11
1,20250222,Suite,12,0,12
1,20250223,Suite,12,0,12
1,20250224,Suite,12,0,12
1,20250225,Suite,12,0,12
1,20250226,Suite,12,0,12
1,20250227,Suite,12,0,12
1,20250228,Suite,12,0,12
1,20250301,Suite,12,2,10
1,20250302,Suite,12,0,12
1,20250303,Suite,12,3,9
1,20250304,Suite,12,0,12
1,20250305,Suite,12,0,12
1,20250306,Suite,12,1,11
1,20250307,Suite,12,0,12
1,20250308,Suite,12,1,11
1,20250309,Suite,12,1,11
1,20250310,Suite,12,0,12
1,20250311,Suite,12,0,12
1,20250312,Suite,12,0,12
1,20250313,Suite,12,0,12
1,20250314,Suite,12,1,11
1,20250315,Suite,12,0,12
1,20250316,Suite,12,2,10
1,20250317,Suite,12,1,11
1,20250318,Suite,12,2,10
1,20250319,Suite,12,0,12
1,20250320,Suite,12,0,12
1,20250321,Suite,12,3,9
1,20250322,Suite,12,0,12
1,20250323,Suite,12,0,12
1,20250324,Suite,12,3,9
1,20250325,Suite,12,0,12
1,20250326,Suite,12,1,11
1,20250327,Suite,12,2,10
1,20250328,Suite,12,0,12
1,20250329,Suite,12,2,10
1,20250330,Suite,12,0,12
1,20250331,Suite,12,0,12
1,20250401,Suite,12,0,12
1,20250402,Suite,12,1,11
1,20250403,Suite,12,1,11
1,20250404,Suite,12,3,9
1,20250405,Suite,12,1,11
1,20250406,Suite,12,0,12
1,20250407,Suite,12,1,11
1,20250408,Suite,12,1,11
1,20250409,Suite,12,1,11
1,20250410,Suite,12,0,12
1,20250411,Suite,12,0,12
1,20250412,Suite,12,1,11
1,20250413,Suite,12,0,12
1,20250414,Suite,12,1,11
1,20250415,Suite,12,1,11
1,20250416,Suite,12,1,11
1,20250417,Suite,12,1,11
1,20250418,Suite,12,1,11
1,20250419,Suite,12,0,12
1,20250420,Suite,12,0,12
1,20250421,Suite,12,0,12
1,20250422,Suite,12,0,12
1,20250423,Suite,12,0,12
1,20250424,Suite,12,0,12
1,20250425,Suite,12,0,12
1,20250426,Suite,12,0,12
1,20250427,Suite,12,2,10
1,20250428,Suite,12,2,10
1,20250429,Suite,12,0,12
1,20250430,Suite,12,0,12
1,20250501,Suite,12,0,12
1,20250502,Suite,12,0,12
1,20250503,Suite,12,0,12
1,20250504,Suite,12,0,12
1,20250505,Suite,12,0,12
1,20250506,Suite,12,1,11
1,20250507,Suite,12,0,12
1,20250508,Suite,12,2,10
1,20250509,Suite,12,1,11
1,20250510,Suite,12,0,12
1,20250511,Suite,12,0,12
1,20250512,Suite,12,2,10
1,20250513,Suite,12,0,12
1,20250514,Suite,12,0,12
1,20250515,Suite,12,0,12
1,20250516,Suite,12,1,11
1,20250517,Suite,12,0,12
1,20250518,Suite,12,1,11
1,20250519,Suite,12,0,12
1,20250520,Suite,12,1,11
1,20250521,Suite,12,0,12
1,20250522,Suite,12,2,10
1,20250523,Suite,12,0,12
1,20250524,Suite,12,1,11
1,20250525,Suite,12,0,12
1,20250526,Suite,12,1,11
1,20250527,Suite,12,1,11
1,20250528,Suite,12,0,12
1,20250529,Suite,12,0,12
1,20250530,Suite,12,0,12
1,20250531,Suite,12,0,12
1,20250601,Suite,12,0,12
1,20250602,Suite,12,0,12
1,20250603,Suite,12,2,10
1,20250604,Suite,12,0,12
1,20250605,Suite,12,1,11
1,20250606,Suite,12,1,11
1,20250607,Suite,12,0,12
1,20250608,Suite,12,0,12
1,20250609,Suite,12,0,12
1,20250610,Suite,12,1,11
1,20250611,Suite,12,1,11
1,20250612,Suite,12,0,12
1,20250613,Suite,12,0,12
1,20250614,Suite,12,1,11
1,20250615,Suite,12,0,12
1,20250616,Suite,12,0,12
1,20250617,Suite,12,1,11
1,20250618,Suite,12,0,12
1,20250619,Suite,12,3,9
1,20250620,Suite,12,1,11
1,20250621,Suite,12,0,12
1,20250622,Suite,12,1,11
1,20250623,Suite,12,0,12
1,20250624,Suite,12,0,12
1,20250625,Suite,12,0,12
1,20250626,Suite,12,0,12
1,20250627,Suite,12,1,11
1,20250628,Suite,12,0,12
1,20250629,Suite,12,3,9
1,20250630,Suite,12,1,11
1,20250701,Suite,12,0,12
1,20250702,Suite,12,0,12
1,20250703,Suite,12,1,11
1,20250704,Suite,12,3,9
1,20250705,Suite,12,0,12
1,20250706,Suite,12,0,12
1,20250707,Suite,12,0,12
1,20250708,Suite,12,0,12
1,20250709,Suite,12,0,12
1,20250710,Suite,12,2,10
1,20250711,Suite,12,0,12
1,20250712,Suite,12,0,12
1,20250713,Suite,12,1,11
1,20250714,Suite,12,0,12
1,20250715,Suite,12,0,12
1,20250716,Suite,12,0,12
1,20250717,Suite,12,0,12
1,20250718,Suite,12,3,9
1,20250719,Suite,12,1,11
1,20250720,Suite,12,0,12
1,20250721,Suite,12,0,12
1,20250722,Suite,12,0,12
1,20250723,Suite,12,0,12
1,20250724,Suite,12,0,12
1,20250725,Suite,12,1,11
1,20250726,Suite,12,0,12
1,20250727,Suite,12,1,11
1,20250728,Suite,12,0,12
1,20250729,Suite,12,0,12
1,20250730,Suite,12,0,12
1,20250731,Suite,12,0,12
1,20250801,Suite,12,0,12
1,20250802,Suite,12,0,12
1,20250803,Suite,12,0,12
1,20250804,Suite,12,0,12
1,20250805,Suite,12,0,12
1,20250806,Suite,12,0,12
1,20250807,Suite,12,0,12
1,20250808,Suite,12,0,12
1,20250809,Suite,12,2,10
1,20250810,Suite,12,0,12
1,20250811,Suite,12,1,11
1,20250812,Suite,12,0,12
1,20250813,Suite,12,1,11
1,20250814,Suite,12,0,12
1,20250815,Suite,12,0,12
1,20250816,Suite,12,0,12
1,20250817,Suite,12,0,12
1,20250818,Suite,12,0,12
1,20250819,Suite,12,0,12
1,20250820,Suite,12,0,12
1,20250821,Suite,12,0,12
1,20250822,Suite,12,0,12
1,20250823,Suite,12,0,12
1,20250824,Suite,12,0,12
1,20250825,Suite,12,1,11
1,20250826,Suite,12,2,10
1,20250827,Suite,12,0,12
1,20250828,Suite,12,0,12
1,20250829,Suite,12,2,10
1,20250830,Suite,12,2,10
1,20250831,Suite,12,1,11
1,20250901,Suite,12,0,12
1,20250902,Suite,12,1,11
1,20250903,Suite,12,0,12
1,20250904,Suite,12,0,12
1,20250905,Suite,12,0,12
1,20250906,Suite,12,0,12
1,20250907,Suite,12,1,11
1,20250908,Suite,12,0,12
1,20250909,Suite,12,1,11
1,20250910,Suite,12,1,11
1,20250911,Suite,12,1,11
1,20250912,Suite,12,2,10
1,20250913,Suite,12,0,12
1,20250914,Suite,12,3,9
1,20250915,Suite,12,0,12
1,20250916,Suite,12,0,12
1,20250917,Suite,12,0,12
1,20250918,Suite,12,0,12
1,20250919,Suite,12,2,10
1,20250920,Suite,12,0,12
1,20250921,Suite,12,0,12
1,20250922,Suite,12,2,10
1,20250923,Suite,12,1,11
1,20250924,Suite,12,0,12
1,20250925,Suite,12,1,11
1,20250926,Suite,12,0,12
1,20250927,Suite,12,0,12
1,20250928,Suite,12,0,12
1,20250929,Suite,12,0,12
1,20250930,Suite,12,0,12
1,20251001,Suite,12,0,12
1,20251002,Suite,12,1,11
1,20251003,Suite,12,0,12
1,20251004,Suite,12,0,12
1,20251005,Suite,12,0,12
1,20251006,Suite,12,0,12
1,20251007,Suite,12,1,11
1,20251008,Suite,12,0,12
1,20251009,Suite,12,0,12
1,20251010,Suite,12,0,12
1,20251011,Suite,12,0,12
1,20251012,Suite,12,1,11
1,20251013,Suite,12,0,12
1,20251014,Suite,12,0,12
1,20251015,Suite,12,0,12
1,20251016,Suite,12,0,12
1,20251017,Suite,12,1,11
1,20251018,Suite,12,1,11
1,20251019,Suite,12,0,12
1,20251020,Suite,12,1,11
1,20251021,Suite,12,0,12
1,20251022,Suite,12,0,12
1,20251023,Suite,12,0,12
1,20251024,Suite,12,1,11
1,20251025,Suite,12,0,12
1,20251026,Suite,12,0,12
1,20251027,Suite,12,2,10
1,20251028,Suite,12,1,11
1,20251029,Suite,12,0,12
1,20251030,Suite,12,1,11
1,20251031,Suite,12,1,11
1,20251101,Suite,12,1,11
1,20251102,Suite,12,0,12
1,20251103,Suite,12,0,12
1,20251104,Suite,12,0,12
1,20251105,Suite,12,1,11
1,20251106,Suite,12,0,12
1,20251107,Suite,12,0,12
1,20251108,Suite,12,0,12
1,20251109,Suite,12,0,12
1,20251110,Suite,12,0,12
1,20251111,Suite,12,0,12
1,20251112,Suite,12,1,11
1,20251113,Suite,12,0,12
1,20251114,Suite,12,1,11
1,20251115,Suite,12,0,12
1,20251116,Suite,12,0,12
1,20251117,Suite,12,2,10
1,20251118,Suite,12,1,11
1,20251119,Suite,12,2,10
1,20251120,Suite,12,0,12
1,20251121,Suite,12,0,12
1,20251122,Suite,12,1,11
1,20251123,Suite,12,0,12
1,20251124,Suite,12,1,11
1,20251125,Suite,12,0,12
1,20251126,Suite,12,0,12
1,20251127,Suite,12,2,10
1,20251128,Suite,12,0,12
1,20251129,Suite,12,0,12
1,20251130,Suite,12,0,12
1,20251201,Suite,12,0,12
1,20251202,Suite,12,0,12
